property_name,link,society,price,bedRoom,bathroom,balcony,additionalRoom,facing,description,furnishDetails,rating,property_id,area_type,area_sqft,area_sqm,floor,total_floors,floor_category,is_high_rise,construction_status,age_0_to_1,age_1_to_5,age_5_to_10,age_10_plus,expected_possession_date,sector_number,loc_gurgaon,loc_gurugram,loc_delhi,loc_dwarka,loc_manesar,has_hospital,has_bank,has_gurgaon,has_school,has_sector,has_station,has_clinic,has_international,has_park,has_airport,has_road,has_mall,has_atm,has_gandhi,has_indira,has_centre,has_metro,has_university,has_gurugram,has_dwarka,has_dr,has_expressway,has_golf,has_hdfc,has_railway,has_sohna,has_dental,has_public,has_course,has_delhi,has_institute,has_rd,has_manesar,has_india,has_trampoline,has_skyjumper,has_icici,has_petrol,has_inn,has_pump,has_care,has_hotel,has_huda,has_technology,has_dpg,has_mandir,has_business,has_imt,has_intl,has_state,has_maternity,has_water,has_security,has_lift,has_maintenance,has_facility,has_parking,has_fire_safety,has_storage,has_gym_fitness,has_club_house,has_feng_shui,has_swimming_pool,has_shopping,has_rain_harvesting,has_waste_disposal,has_internet,has_natural_light,has_water_treatment,has_drainage,has_large_rooms,has_piped_gas,has_high_ceiling,has_separate_servant_entry
3 BHK Flat in Sector 37D Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-skyz-sector-37-d-gurgaon-1725-sq-ft-spid-V68710666,Ramprastha Skyz,110.00000000000001,3.0,3.0,3.0,,East,"15 mins drive to igi airport
Adequate basement and covered parking under podium and surface parking
Properties with 100% power backup available",[],"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",V68710666,Super Built up area ,1725.0,160.26,7.0,19.0,mid,1,future_possession,0,0,0,0,2024-01-01,37.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
4 BHK Flat in Sector 67A Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-4s-aradhya-homes-sector-67-a-gurgaon-2200-sq-ft-spid-I68708876,4S Aradhya Homes,190.0,4.0,4.0,3.0,,,"Newly constructed fully ready to move in property with all the amenities such as lavish modular kitchen, chimney, hob, fans, acs, designer lighting, chandelier, designer wallpaers, fully functional jaquar bathroom, exhaust fans etc.
Located in prime area of sec67 a within close proximity of big shopping centres such as airia mall, worldmark, aipl and elan town centre (All within 1-2 km).","['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Stove', '1 Microwave', '11 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",I68708876,Super Built up area ,2200.0,204.39,3.0,4.0,high,0,ready,1,0,0,0,,67.0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
3 BHK Flat in Sector 37C Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ild-greens-sector-37-c-gurgaon-1875-sq-ft-r5-spid-V37903509,ILD Greens4.1 ★,100.0,3.0,3.0,3.0,,North,"Beautiful location and well ventilated, superb connectivity, corner flat, possession within 3months, good construction quality, big gap between two towers, three side road alongside the project.Worth to live in...",[],"['Green Area5 out of 5', 'Amenities4.5 out of 5', 'Management4.5 out of 5', 'Construction5 out of 5', 'Connectivity4.5 out of 5']",V37903509,Super Built up area ,1875.0,174.19,5.0,20.0,low,1,under_construction,0,0,0,0,,37.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 57 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-freedom-park-life-sector-57-gurgaon-2250-sq-ft-spid-S68706654,BPTP Freedom Park Life4.0 ★,250.0,3.0,3.0,3.0,,,"We are the proud owners of this 3 bhk apartment available in bptp freedom park life, sector 57 gurgaon, gurgaon. This it is a and the unit is located on 9th floor and has a super built-Up area of 2250 sq.Ft. . It has 3 bathroom(s) and 3 balcony(s). The ownership is freehold type.",[],"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management5 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",S68706654,Super Built up area ,2250.0,209.03,9.0,15.0,mid,1,ready,0,0,1,0,,57.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 3 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-1057-sq-ft-r1-spid-X61744324,Godrej Habitat,110.00000000000001,2.0,2.0,2.0,,,"We are the proud owners of this 2 bhk apartment available in , dwarka expressway gurgaon, gurgaon. This it is a and the unit is located on 14th floor and has a super built-Up area of 1056 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",[],"['Environment4.5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5']",X61744324,Super Built up area ,1056.0,98.16,14.0,17.0,high,1,future_possession,0,0,0,0,,3.0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 95 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ramsons-kshitij-sector-95-gurgaon-560-sq-ft-r2-spid-W63126780,Ramsons Kshitij3.7 ★,29.0,2.0,2.0,2.0,,,Residential apartment for sell.The property comes with a good construction quality which ages 1-5 years old propertylocated in sector-95 gurgaon.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 2900000.Located on 14th floor out of the 14,[],"['Green Area4 out of 5', 'Amenities4 out of 5', 'Management3.5 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",W63126780,Super Built up area ,560.0,52.03,14.0,14.0,high,0,ready,0,1,0,0,,95.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 95 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-95-gurgaon-990-sq-ft-r1-spid-W66184546,Sidhartha NCR One,55.0,2.0,2.0,3.0,,North-East,"2 bath, semi-Furnished, 15th floor (Of 20), overlooking garden/park, north - East facing, sidhartha ncr one sector 95,gurgaon","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Safety4.5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5']",W66184546,Built Up area,990.0,91.97,15.0,20.0,high,1,future_possession,0,0,0,0,,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 92 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raheja-sampada-sector-92-gurgaon-1370-sq-ft-spid-B68691862,Raheja Sampada,65.0,3.0,2.0,3.0,,North-East,"This lovely 3 bhk apartment/flat in sector 92 gurgaon is available for sale in one of gurgaon's most popular projects, raheja sampada. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1370 sq.Ft. This flat lies on the 6th level of a 14 storey building. This is a ready to move project and the property is 1-5 years old.",,"['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",B68691862,Super Built up area ,1370.0,127.28,6.0,14.0,mid,0,ready,0,1,0,0,,92.0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-the-serenas-sohna-gurgaon-532-sq-ft-spid-P68689268,Signature The Serenas,50.0,2.0,2.0,2.0,,,"Signature the serenas is one of the most popular destination for buying apartments/ flats in sohna, gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 532 sq.Ft. The flat has a total of 14 floors and this property is situated on 6th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property.",[],"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",P68689268,Carpet area,531.0,49.38,6.0,14.0,mid,0,ready,1,0,0,0,,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 99A Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-laxmi-apartments-sector-99-a-gurgaon-575-sq-ft-spid-I68689004,Pareena Laxmi Apartments3.6 ★,31.75,2.0,2.0,1.0,,,"This lovely 2 bhk apartment/flat in sector 99a gurugram is available for sale in one of the most popular projects , pareena laxmi apartments. The flat is over 570 sq. Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balconies. This flat is situated on the 2nd floor of this 12 floors tall residential building. As the project is already ready to move, so you can easily move even on the same day. The flat is completely new and in the exactly same situation as handovered by the builder, so you can design your interior as per your requirements. The society is well equipped with many modern amenities, including security personnel, maintenance staff, community center, park and lift(s).",,"['Green Area4.5 out of 5', 'Amenities3.5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity3 out of 5']",I68689004,Super Built up area ,575.0,53.42,2.0,12.0,low,0,ready,1,0,0,0,,99.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
2 BHK Flat in Sector 103 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-satya-the-hermitage-sector-103-gurgaon-1452-sq-ft-r3-spid-G61210394,Satya The Hermitage3.5 ★,93.0,2.0,3.0,3.0,Servant Room,East,Corner flat well furnished flat with full ventilation and full sunlight.,"['6 Fan', '1 Exhaust Fan', '1 Chimney', '4 Curtains', '1 Modular Kitchen', '4 Wardrobe', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity3 out of 5']",G61210394,Carpet area,1452.0,134.9,3.0,11.0,low,0,ready,0,1,0,0,,103.0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
3 BHK Flat in Sector 89 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1423-sq-ft-spid-B68678244,Smart World Gems,120.0,3.0,3.0,2.0,,North-East,"Smart world gems is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 89 gurgaon is your opportunity to be a part of this community. The flat occupies a carpet area of 1423 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 2nd floor. As the property is currently under construction , you can expect to get the possession within 6 months.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",B68678244,Carpet area,1423.0,132.2,2.0,4.0,mid,0,future_possession,0,0,0,0,,89.0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gls-arawali-homes-sohna-gurgaon-640-sq-ft-spid-Z68669004,GLS Arawali Homes3.8 ★,30.0,2.0,2.0,2.0,,,Residential apartment for sell.Located in sohna.It is a furnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 3000000.Located on 4th floor out of the 13 the property comes with a good construction quality which ages 1-5 years old property,"['1 Bed', '1 Fan', '1 Geyser', '1 Light', '1 AC', '1 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",Z68669004,Carpet area,640.0,59.46,4.0,13.0,low,0,ready,0,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-822-sq-ft-spid-K68668944,Signature Global Park4.0 ★,56.0,2.0,2.0,3.0,,South,"Property with all amenities dedicated lift, swimming pool, kids play area, sketting, parking, 4 floor villa, covered by aravalli mountains, amphi theatre.",,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",K68668944,Carpet area,822.0,76.37,3.0,4.0,high,0,ready,1,0,0,0,,,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
3 BHK Flat in Sector 49 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-2159-sq-ft-spid-L68665896,Bestech Park View City 23.9 ★,270.0,3.0,4.0,3.0,,,"We are the proud owners of this 3 bhk apartment available in bestech park view city 2, sector 49 gurgaon, gurgaon. This it is a and the unit is located on 6th floor and has a super built-Up area of 2159 sq.Ft. . It has 4 bathroom(s) and more than 3 balcony(s).Two basement parkings.The ownership is freehold type.",[],"['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",L68665896,Super Built up area ,2159.0,200.58,6.0,14.0,mid,0,ready,0,0,1,0,,49.0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 90 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-flora-sector-90-gurgaon-1950-sq-ft-r1-spid-P54457592,Shree Vardhman Flora3.8 ★,100.0,3.0,4.0,3.0,Servant Room,North-East,It is a park facing property at 8th floor. Rooms are spacious. 3bhk+servant. Woodwork and wooden flooring in the master bedroom will be provided by builder. 100% payment done. Possession given. At walking distance to proposed sector-90 metro station.,,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",P54457592,Super Built up area ,1950.0,181.16,8.0,13.0,mid,0,ready,1,0,0,0,,90.0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
3 BHK Flat in Sector 30 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-afnhb-jalvayu-vihar-sector-30-gurgaon-1300-sq-ft-spid-D68662462,AFNHB Jalvayu Vihar3.7 ★,145.0,3.0,2.0,2.0,,North,Spacious rooms and well maintained facilities,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '12 Light', '1 AC', '1 Chimney', '1 Curtains', '1 Bed', '4 Wardrobe', '1 Sofa', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No TV', 'No Washing Machine']","['Green Area4.5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4.5 out of 5']",D68662462,Built Up area,1300.0,120.77,2.0,4.0,mid,0,ready,0,0,0,1,,30.0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
3 BHK Flat in Sector 89 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1423-sq-ft-spid-Q68653922,M3M Soulitude,125.0,3.0,3.0,,,,Best in class property available at sector 89 location in gurgaon,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",Q68653922,Built Up area,1423.0,132.2,4.0,4.0,high,0,future_possession,0,0,0,0,,89.0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 86 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-elite-sector-86-gurgaon-58141-sq-ft-spid-M68651514,Pyramid Elite,46.0,2.0,2.0,1.0,,,"Near to dwarka expressway
Near to airport",[],"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity4.5 out of 5']",M68651514,Carpet area,58141.0,5401.48,,14.0,unknown,0,under_construction,0,0,0,0,,86.0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 BHK Flat in Sector 66 Gurgaon,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-sector-66-gurgaon-3670-sq-ft-r11-spid-N37432221,Emaar MGF Palm Terraces,450.0,5.0,5.0,3.0,Servant Room,,"Ready to move in penthouse with 270 degree open view of the golf course extension road with flexibility to choose from 5 bhk + living +dining + servant rooms or 4bhk + living + dining + extended den + servant room configuration in the newest property on the golf course extension road with a swank new club house with a restaurant and a bowling alley !
Only one penthouse with 3 sides open and parallel to the golf course extension road. Vaastu compliant and full of sunshine and an unblocked view of the new emerging skyline of the gurgaon golf course extension road !","['10 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",N37432221,Super Built up area ,3670.0,340.95,11.0,11.0,high,0,ready,1,0,0,0,,66.0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
2 BHK Flat in Sector 15 Part 1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-15-part-1-gurgaon-1000-sq-ft-spid-V68650162,Anamika Enclave,64.0,2.0,2.0,1.0,,,Residential apartment for sell.Located on 1st floor out of the 3 located in sector 15 gurgaon.It is a semifurnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 6400000.The property comes with a good construction quality which ages 0-1 years old property,"['1 Fan', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",V68650162,Super Built up area ,1000.0,92.9,1.0,3.0,mid,0,ready,1,0,0,0,,15.0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hcbs-sports-ville-sohna-gurgaon-743-sq-ft-spid-R68647522,HCBS Sports Ville3.6 ★,28.0,2.0,2.0,1.0,,East,"This lovely 2 bhk apartment/flat in sohna is available for sale in one of gurgaon's most popular projects, hcbs sports ville. Constructed on a built up area of 743 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 11th floor of a 13 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property.",,"['Green Area4 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity2 out of 5']",R68647522,Built Up area,743.0,69.03,11.0,13.0,high,0,ready,0,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 61 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-the-aravallis-sector-61-gurgaon-2250-sq-ft-spid-N68643454,Puri The Aravallis,387.0,3.0,4.0,3.0,Servant Room,East,One of top location for 3bhk + s unit.,"['1 Fan', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,N68643454,Super Built up area ,2250.0,209.03,21.0,41.0,mid,1,future_possession,0,0,0,0,2027-01-01,61.0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3 BHK Flat in Sector 109 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brisk-lumbini-terrace-homes-sector-109-gurgaon-2177-sq-ft-spid-F68641358,Brisk Lumbini Terrace Homes,138.0,3.0,3.0,1.0,,,"Its a semi furnished flat. 
Do come and look, you will surely like it.",[],"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5']",F68641358,Carpet area,2177.0,202.25,4.0,13.0,low,0,ready,0,0,1,0,,109.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
